url,kind,status,title,title_length,description,description_length,canonical,lang,robots,h1_count,types,body_words,body_internal_unique,all_internal_unique,video_facade,channel_ctas
https://realtech.cz/clanky/strana/5/,archive,200,Všechny články – strana 5 — REALTECH CZ,39,"Všechny články a analýzy REALTECH CZ — AI, drony, Starlink, mobily a hardware bez marketingových řečí. Strana 5.",112,https://realtech.cz/clanky/strana/5/,cs,max-image-preview:large,1,"BreadcrumbList,CollectionPage,ItemList,ListItem",0,0,29,0,4
https://realtech.cz/clanky/strana/6/,archive,200,Všechny články – strana 6 — REALTECH CZ,39,"Všechny články a analýzy REALTECH CZ — AI, drony, Starlink, mobily a hardware bez marketingových řečí. Strana 6.",112,https://realtech.cz/clanky/strana/6/,cs,max-image-preview:large,1,"BreadcrumbList,CollectionPage,ItemList,ListItem",0,0,29,0,4
https://realtech.cz/clanky/strana/7/,archive,200,Všechny články – strana 7 — REALTECH CZ,39,"Všechny články a analýzy REALTECH CZ — AI, drony, Starlink, mobily a hardware bez marketingových řečí. Strana 7.",112,https://realtech.cz/clanky/strana/7/,cs,max-image-preview:large,1,"BreadcrumbList,CollectionPage,ItemList,ListItem",0,0,29,0,4
https://realtech.cz/clanky/strana/8/,archive,200,Všechny články – strana 8 — REALTECH CZ,39,"Všechny články a analýzy REALTECH CZ — AI, drony, Starlink, mobily a hardware bez marketingových řečí. Strana 8.",112,https://realtech.cz/clanky/strana/8/,cs,max-image-preview:large,1,"BreadcrumbList,CollectionPage,ItemList,ListItem",0,0,26,0,4
https://realtech.cz/clanky/waze-gemini-novinky/,article,200,Waze dostal Gemini a přestane být ukecaný. Motorkářský režim Česko mine,71,"Waze dnes oznámil balík novinek: personalizované trasy, tišší navigaci a hlasové hlášení změn na mapě přes Gemini. Většina funkcí jede globálně hned.",149,https://realtech.cz/clanky/waze-gemini-novinky/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",320,1,21,0,6
https://realtech.cz/clanky/whatsapp-skupiny-all-ankety/,article,200,WhatsApp dává skupinám @all. Zavoláš na všechny jedním tagem,60,"Meta upgraduje skupinové chaty: zmínka @all probudí i ztlumený chat, ankety umí anonymní hlasování a časový limit, a z existující skupiny založíš novou na…",155,https://realtech.cz/clanky/whatsapp-skupiny-all-ankety/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",326,1,21,0,6
https://realtech.cz/clanky/whatsapp-web-volani/,article,200,"WhatsApp konečně umí volat přímo z prohlížeče. Bez instalace, zdarma",68,"Meta spustila volání ve WhatsApp Web — audio i video, skupiny, sdílení obrazovky. Plus přehazování hovoru mezi zařízeními a čekárna pro skupinové hovory.",153,https://realtech.cz/clanky/whatsapp-web-volani/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",321,1,21,0,6
https://realtech.cz/clanky/windows-arm-vs-macbook/,article,200,"Windows na ARM vs. MacBook: realita je jinde, než slibovali",59,"Notebook s Windows ARM slibuje výdrž a ticho jako MacBook za nižší cenu. Při běžné práci to platí, pak jsme otevřeli střih.",123,https://realtech.cz/clanky/windows-arm-vs-macbook/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person,VideoObject",379,1,21,1,5
https://realtech.cz/clanky/xiaomi-kdo-ma-kontrolu/,article,200,Tajemství Xiaomi: kdo má kontrolu a jak vydělává na levných telefonech,70,"Xiaomi vydělá na uživateli v Číně 450 Kč ročně, v Evropě jen 50–100 Kč.",71,https://realtech.cz/clanky/xiaomi-kdo-ma-kontrolu/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person,VideoObject",1056,2,21,1,5
https://realtech.cz/clanky/youtube-shorts-vlastni-nahledy/,article,200,YouTube pouští vlastní náhledy ke Shorts. A thumbnail ti udělá i AI,67,"Tvůrci v Partner Programu můžou nově nahrávat vlastní náhledy ke Shorts, funkce, na kterou se čekalo roky.",106,https://realtech.cz/clanky/youtube-shorts-vlastni-nahledy/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",331,1,21,0,6
https://realtech.cz/gdpr/,gdpr,200,Ochrana osobních údajů — REALTECH CZ,36,"Co se děje s tvým e-mailem v newsletteru a u kitu zdarma, co o tobě ví web realtech.cz a jak se odhlásit. Srozumitelně, bez právnické omáčky.",141,https://realtech.cz/gdpr/,cs,max-image-preview:large,1,"BreadcrumbList,ListItem,WebPage,WebSite",0,0,11,0,4
https://realtech.cz/o-nas/,o-nas,200,O nás — REALTECH CZ,19,Kdo stojí za REALTECH CZ a proč děláme tech obsah bez marketingových řečí.,74,https://realtech.cz/o-nas/,cs,max-image-preview:large,1,"AboutPage,BreadcrumbList,ImageObject,ListItem,Organization,Person",0,0,11,0,6
https://realtech.cz/temata/,temata,200,Témata — REALTECH CZ,20,"Všechna témata REALTECH CZ na jednom místě — AI, drony, vesmír, hardware, mobily a sítě. Tech bez marketingových řečí.",118,https://realtech.cz/temata/,cs,max-image-preview:large,1,"BreadcrumbList,CollectionPage,ItemList,ListItem",0,0,11,0,4
https://realtech.cz/temata/ai-agenti/,topic,200,AI Agenti — články — REALTECH CZ,32,AI agenti a automatizace — co už dnes zvládnou udělat za vás.,61,https://realtech.cz/temata/ai-agenti/,cs,max-image-preview:large,1,"BreadcrumbList,CollectionPage,ItemList,ListItem",0,0,20,0,4
https://realtech.cz/temata/ai-report/,topic,200,AI Report — články — REALTECH CZ,32,"Novinky a analýzy ze světa umělé inteligence — modely, nástroje a kauzy, které reálně něco mění.",96,https://realtech.cz/temata/ai-report/,cs,max-image-preview:large,1,"BreadcrumbList,CollectionPage,ItemList,ListItem",0,0,27,0,4
https://realtech.cz/temata/ai-report/strana/2/,topic-pagination,200,AI Report – strana 2 — REALTECH CZ,34,"Novinky a analýzy ze světa umělé inteligence — modely, nástroje a kauzy, které reálně něco mění. Strana 2.",106,https://realtech.cz/temata/ai-report/strana/2/,cs,max-image-preview:large,1,"BreadcrumbList,CollectionPage,ItemList,ListItem",0,0,28,0,4
https://realtech.cz/temata/ai-report/strana/3/,topic-pagination,200,AI Report – strana 3 — REALTECH CZ,34,"Novinky a analýzy ze světa umělé inteligence — modely, nástroje a kauzy, které reálně něco mění. Strana 3.",106,https://realtech.cz/temata/ai-report/strana/3/,cs,max-image-preview:large,1,"BreadcrumbList,CollectionPage,ItemList,ListItem",0,0,29,0,4
https://realtech.cz/temata/ai-report/strana/4/,topic-pagination,200,AI Report – strana 4 — REALTECH CZ,34,"Novinky a analýzy ze světa umělé inteligence — modely, nástroje a kauzy, které reálně něco mění. Strana 4.",106,https://realtech.cz/temata/ai-report/strana/4/,cs,max-image-preview:large,1,"BreadcrumbList,CollectionPage,ItemList,ListItem",0,0,29,0,4
https://realtech.cz/temata/ai-report/strana/5/,topic-pagination,200,AI Report – strana 5 — REALTECH CZ,34,"Novinky a analýzy ze světa umělé inteligence — modely, nástroje a kauzy, které reálně něco mění. Strana 5.",106,https://realtech.cz/temata/ai-report/strana/5/,cs,max-image-preview:large,1,"BreadcrumbList,CollectionPage,ItemList,ListItem",0,0,20,0,4
https://realtech.cz/temata/drony/,topic,200,Drony — články — REALTECH CZ,28,"Drony bez marketingových řečí — DJI, zákazy, srovnání a novinky.",64,https://realtech.cz/temata/drony/,cs,max-image-preview:large,1,"BreadcrumbList,CollectionPage,ItemList,ListItem",0,0,13,0,4
https://realtech.cz/temata/hardware/,topic,200,Hardware — články — REALTECH CZ,31,"Hardware — procesory, notebooky a komponenty, které stojí za pozornost.",71,https://realtech.cz/temata/hardware/,cs,max-image-preview:large,1,"BreadcrumbList,CollectionPage,ItemList,ListItem",0,0,20,0,4
https://realtech.cz/temata/mobily/,topic,200,Mobily — články — REALTECH CZ,29,"Mobily a skládačky — novinky, srovnání a jestli se vyplatí.",59,https://realtech.cz/temata/mobily/,cs,max-image-preview:large,1,"BreadcrumbList,CollectionPage,ItemList,ListItem",0,0,26,0,4
https://realtech.cz/temata/site/,topic,200,Sítě — články — REALTECH CZ,27,"Sítě a konektivita — Starlink, 5G a internet v Česku.",53,https://realtech.cz/temata/site/,cs,max-image-preview:large,1,"BreadcrumbList,CollectionPage,ItemList,ListItem",0,0,16,0,4
https://realtech.cz/temata/vesmir/,topic,200,Vesmír — články — REALTECH CZ,29,"Vesmír a kosmické technologie — SpaceX, Starlink a satelitní internet.",70,https://realtech.cz/temata/vesmir/,cs,max-image-preview:large,1,"BreadcrumbList,CollectionPage,ItemList,ListItem",0,0,23,0,4
